Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,25TPS,10880,1620,25.0 tps,0.94 s,0.01 s,0.06 s,21.8 tps
2,25TPS,6760,5740,25.0 tps,1.42 s,0.01 s,0.14 s,19.4 tps
3,25TPS,2940,9580,25.0 tps,1.56 s,0.02 s,0.17 s,-0.0 tps
4,25TPS,3900,8620,25.0 tps,2.09 s,0.01 s,0.21 s,-0.0 tps
