round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,60.9MB,18.0MB,59.96%,11.42%,1.9GB,13.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.55%,0.00%,15.9KB,3.6KB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.4MB,20.4MB,0.00%,0.00%,10.7KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,28.3MB,24.6MB,53.90%,17.10%,58.1MB,29.5MB,0B,0B
round0,Docker,sawtooth-rest-api-0,216.6MB,74.6MB,100.78%,22.20%,1.1GB,1.9GB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,29.2MB,24.9MB,53.25%,18.53%,63.7MB,32.1MB,0B,0B
round0,Docker,sawtooth-rest-api-1,27.0MB,26.7MB,0.77%,0.17%,9.3MB,9.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,10.7KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.68%,0.00%,15.7KB,3.6KB,0B,0B
round0,Docker,sawtooth-validator-0,960.3MB,572.5MB,116.77%,89.73%,65.2MB,1.2GB,0B,0B
round0,Docker,sawtooth-validator-1,805.7MB,487.2MB,106.68%,68.18%,59.1MB,85.6MB,0B,0B
