Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,3020,0,10.1 tps,0.08 s,0.01 s,0.02 s,10.1 tps
2,10 TPS,1240,360,10.3 tps,0.08 s,0.01 s,0.02 s,7.9 tps
3,15 TPS,1820,580,15.3 tps,0.10 s,0.01 s,0.03 s,11.6 tps
4,20 TPS,3240,0,20.2 tps,0.13 s,0.01 s,0.05 s,20.2 tps
5,25 TPS,4380,160,25.2 tps,0.14 s,0.01 s,0.06 s,24.3 tps
6,30 TPS,0,5440,30.2 tps,0.00 s,100000.00 s,NaN s,0.0 tps
7,35 TPS,100,6940,35.2 tps,0.10 s,0.02 s,0.04 s,-0.0 tps
8,40 TPS,2960,5900,40.2 tps,0.14 s,0.02 s,0.08 s,13.4 tps
9,45 TPS,3120,7740,45.2 tps,0.11 s,0.01 s,0.04 s,27.7 tps
