round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,2.3MB,2.3MB,0.00%,0.00%,12.3KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.9MB,46.9MB,0.00%,0.00%,12.3KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,12.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,21.9MB,21.2MB,42.55%,2.37%,9.3MB,4.6MB,0B,0B
round0,Docker,sawtooth-rest-api-0,26.9MB,26.5MB,0.61%,0.02%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,47.0MB,47.0MB,0.00%,0.00%,12.3KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.6MB,20.6MB,0.00%,0.00%,12.3KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,21.8MB,21.1MB,42.11%,2.38%,9.3MB,4.6MB,0B,0B
round0,Docker,sawtooth-rest-api-2,26.8MB,26.5MB,0.72%,0.02%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,12.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,27.0MB,26.6MB,0.80%,0.02%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,12.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,21.8MB,21.0MB,44.89%,2.41%,9.3MB,4.6MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.9MB,20.9MB,0.00%,0.00%,12.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,26.6MB,26.3MB,0.75%,0.02%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,21.7MB,21.0MB,44.55%,2.39%,9.2MB,4.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.6MB,46.6MB,0.00%,0.00%,12.2KB,0B,0B,0B
round0,Docker,sawtooth-validator-0,231.6MB,146.1MB,98.42%,9.75%,11.0MB,22.8MB,0B,0B
round0,Docker,sawtooth-validator-2,220.1MB,143.0MB,94.75%,9.47%,10.0MB,11.2MB,0B,0B
round0,Docker,sawtooth-validator-1,216.8MB,141.2MB,97.72%,9.52%,10.3MB,10.9MB,0B,0B
round0,Docker,sawtooth-validator-3,236.1MB,150.6MB,97.71%,9.49%,10.1MB,11.0MB,0B,0B
round1,Docker,sawtooth-shell-default,2.3MB,2.3MB,0.00%,0.00%,5.2KB,0B,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-0,46.9MB,46.9MB,0.00%,0.00%,5.2KB,0B,0B,0B
round1,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,5.2KB,0B,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-0,24.1MB,22.9MB,42.27%,6.15%,16.3MB,8.1MB,0B,0B
round1,Docker,sawtooth-rest-api-0,27.1MB,27.0MB,0.75%,0.04%,1.5MB,1.5MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-2,47.0MB,47.0MB,0.00%,0.00%,5.1KB,0B,0B,0B
round1,Docker,sawtooth-settings-tp-2,20.6MB,20.6MB,0.00%,0.00%,5.2KB,0B,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-2,23.9MB,22.8MB,43.45%,6.08%,15.5MB,7.6MB,0B,0B
round1,Docker,sawtooth-rest-api-2,26.9MB,26.9MB,0.72%,0.04%,1.5MB,1.5MB,0B,0B
round1,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,5.2KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-1,27.3MB,27.1MB,0.76%,0.04%,1.5MB,1.5MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,5.1KB,0B,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-1,23.9MB,22.7MB,43.42%,5.93%,15.3MB,7.6MB,0B,0B
round1,Docker,sawtooth-settings-tp-3,20.9MB,20.9MB,0.00%,0.00%,5.2KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-3,26.8MB,26.7MB,0.73%,0.04%,1.5MB,1.5MB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-3,23.9MB,22.7MB,43.55%,6.16%,16.1MB,8.0MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-3,46.6MB,46.6MB,0.00%,0.00%,5.1KB,0B,0B,0B
round1,Docker,sawtooth-validator-0,543.5MB,369.4MB,104.25%,51.89%,17.6MB,36.6MB,0B,0B
round1,Docker,sawtooth-validator-2,496.6MB,360.3MB,104.26%,46.48%,16.2MB,17.8MB,0B,0B
round1,Docker,sawtooth-validator-1,515.8MB,352.7MB,103.84%,46.23%,15.5MB,18.3MB,0B,0B
round1,Docker,sawtooth-validator-3,515.7MB,380.0MB,103.86%,49.31%,16.1MB,19.0MB,0B,0B
round2,Docker,sawtooth-shell-default,2.3MB,2.3MB,0.00%,0.00%,6.4KB,0B,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-0,46.9MB,46.9MB,0.00%,0.00%,6.4KB,0B,0B,0B
round2,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,6.5KB,0B,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-0,26.1MB,25.0MB,42.27%,6.03%,15.1MB,7.4MB,0B,0B
round2,Docker,sawtooth-rest-api-0,27.3MB,27.1MB,0.39%,0.06%,2.2MB,2.3MB,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-2,47.0MB,47.0MB,0.00%,0.00%,6.5KB,0B,0B,0B
round2,Docker,sawtooth-settings-tp-2,20.6MB,20.6MB,0.00%,0.00%,6.4KB,0B,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-2,26.0MB,24.7MB,49.75%,6.24%,16.1MB,8.0MB,0B,0B
round2,Docker,sawtooth-rest-api-2,27.4MB,27.2MB,0.57%,0.06%,2.2MB,2.3MB,0B,0B
round2,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,6.4KB,0B,0B,0B
round2,Docker,sawtooth-rest-api-1,27.3MB,27.2MB,0.37%,0.06%,2.2MB,2.3MB,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,6.5KB,0B,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-1,25.8MB,24.7MB,50.51%,5.85%,14.8MB,7.2MB,0B,0B
round2,Docker,sawtooth-settings-tp-3,20.9MB,20.9MB,0.00%,0.00%,6.4KB,0B,0B,0B
round2,Docker,sawtooth-rest-api-3,26.8MB,26.7MB,0.40%,0.06%,2.2MB,2.3MB,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-3,25.9MB,24.7MB,43.51%,6.21%,16.1MB,8.0MB,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-3,46.6MB,46.6MB,0.00%,0.00%,6.5KB,0B,0B,0B
round2,Docker,sawtooth-validator-0,683.2MB,626.6MB,105.34%,61.43%,13.5MB,37.1MB,0B,0B
round2,Docker,sawtooth-validator-2,719.1MB,567.8MB,105.53%,98.03%,18.0MB,16.9MB,0B,0B
round2,Docker,sawtooth-validator-1,695.0MB,586.7MB,104.20%,90.55%,15.6MB,17.4MB,0B,0B
round2,Docker,sawtooth-validator-3,691.5MB,585.3MB,106.92%,98.10%,18.0MB,16.8MB,0B,0B
