round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,2.3MB,2.3MB,0.00%,0.00%,12.3KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.9MB,46.9MB,2.27%,0.00%,12.3KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,12.3KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,22.4MB,21.3MB,41.47%,3.34%,13.0MB,6.5MB,0B,0B
round0,Docker,sawtooth-rest-api-0,26.5MB,26.5MB,0.73%,0.03%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.6MB,46.6MB,2.23%,0.00%,12.3KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.5MB,20.5MB,0.00%,0.00%,12.3KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,26.3MB,26.3MB,0.51%,0.02%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,22.5MB,21.4MB,41.69%,3.29%,12.9MB,6.4MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,47.0MB,47.0MB,2.21%,0.00%,12.2KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,12.3KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,26.3MB,26.3MB,0.69%,0.02%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,22.3MB,21.3MB,40.96%,3.30%,12.9MB,6.4MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,12.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,26.5MB,26.4MB,0.74%,0.03%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,2.18%,0.00%,12.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,22.3MB,21.3MB,44.70%,3.36%,13.0MB,6.4MB,0B,0B
round0,Docker,sawtooth-validator-2,293.9MB,179.5MB,98.61%,10.20%,13.7MB,15.3MB,0B,0B
round0,Docker,sawtooth-validator-0,316.6MB,191.0MB,101.00%,10.45%,14.6MB,32.0MB,0B,0B
round0,Docker,sawtooth-validator-3,298.7MB,177.7MB,109.07%,10.14%,13.5MB,15.6MB,0B,0B
round0,Docker,sawtooth-validator-1,307.0MB,185.9MB,102.74%,10.20%,14.2MB,14.9MB,0B,0B
round1,Docker,sawtooth-shell-default,2.3MB,2.3MB,0.00%,0.00%,8.0KB,0B,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-0,46.9MB,46.9MB,0.00%,0.00%,8.0KB,0B,0B,0B
round1,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,8.0KB,0B,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-0,23.3MB,22.5MB,39.27%,2.49%,6.4MB,3.1MB,0B,0B
round1,Docker,sawtooth-rest-api-0,27.5MB,27.2MB,0.77%,0.05%,1.5MB,1.5MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-2,46.6MB,46.6MB,0.00%,0.00%,8.0KB,0B,0B,0B
round1,Docker,sawtooth-settings-tp-2,20.5MB,20.5MB,0.00%,0.00%,8.0KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-2,27.1MB,27.0MB,0.73%,0.04%,1.5MB,1.5MB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-2,23.2MB,22.6MB,37.85%,2.45%,6.3MB,3.1MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-3,47.0MB,47.0MB,0.00%,0.00%,8.0KB,0B,0B,0B
round1,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,8.0KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-3,27.3MB,27.0MB,0.80%,0.05%,1.5MB,1.5MB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-3,23.2MB,22.5MB,41.13%,2.42%,6.3MB,3.1MB,0B,0B
round1,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,8.0KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-1,27.4MB,27.1MB,0.77%,0.04%,1.5MB,1.5MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,0.00%,0.00%,8.0KB,0B,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-1,23.2MB,22.5MB,42.01%,2.41%,6.2MB,3.0MB,0B,0B
