Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,9540,480,10.0 tps,0.09 s,0.01 s,0.02 s,9.6 tps
2,40 TPSfixed-feedback,8640,71360,40.0 tps,0.10 s,0.01 s,0.04 s,4.3 tps
