Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,40TPS,12860,7160,40.0 tps,1.08 s,0.01 s,0.07 s,26.6 tps
2,40TPS,6800,13200,40.0 tps,1.41 s,0.01 s,0.14 s,-0.0 tps
3,40TPS,5940,14060,40.0 tps,2.36 s,0.01 s,0.25 s,12.2 tps
4,40TPS,3760,16240,40.0 tps,2.86 s,0.02 s,0.29 s,-0.0 tps
