Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,40TPS,10440,9560,40.0 tps,0.87 s,0.01 s,0.06 s,20.9 tps
2,40TPS,3780,16220,40.0 tps,1.04 s,0.02 s,0.10 s,12.0 tps
3,40TPS,7720,12280,40.0 tps,1.92 s,0.02 s,0.18 s,-0.0 tps
4,40TPS,700,19300,40.0 tps,2.03 s,0.02 s,0.31 s,-0.0 tps
