round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,70.6MB,18.0MB,58.27%,11.90%,1.9GB,13.1MB,0B,0B
round0,Docker,sawtooth-rest-api-1,27.6MB,27.1MB,1.30%,0.22%,11.1MB,11.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,0.66%,0.00%,15.7KB,3.7KB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.5MB,20.5MB,0.00%,0.00%,10.7KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,29.3MB,25.0MB,54.92%,18.92%,64.8MB,32.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,10.6KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.64%,0.00%,15.6KB,3.6KB,0B,0B
round0,Docker,sawtooth-rest-api-0,206.4MB,69.8MB,101.03%,23.33%,1.1GB,1.9GB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,28.3MB,24.7MB,53.27%,17.70%,59.2MB,30.0MB,0B,0B
round0,Docker,sawtooth-validator-0,936.5MB,588.6MB,115.32%,92.31%,69.3MB,1.2GB,0B,0B
round0,Docker,sawtooth-validator-1,752.0MB,503.3MB,109.15%,79.82%,59.6MB,88.6MB,0B,0B
