Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,15TPS,6740,780,15.0 tps,0.42 s,0.01 s,0.03 s,14.1 tps
2,15TPS,7320,180,15.0 tps,1.52 s,0.01 s,0.12 s,-0.0 tps
3,15TPS,3300,4220,15.0 tps,1.43 s,0.01 s,0.17 s,6.6 tps
4,15TPS,3020,4480,15.0 tps,1.68 s,0.02 s,0.18 s,14.5 tps
