Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,15TPS,6040,1460,15.0 tps,0.37 s,0.01 s,0.03 s,12.1 tps
2,15TPS,4880,2620,15.0 tps,0.94 s,0.01 s,0.07 s,15.1 tps
3,15TPS,3200,4320,15.0 tps,1.09 s,0.02 s,0.13 s,-0.0 tps
4,15TPS,4400,3100,15.0 tps,1.63 s,0.02 s,0.17 s,-0.0 tps
