round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,44.2MB,14.7MB,56.37%,12.87%,1.7GB,11.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,108.6MB,56.1MB,99.26%,17.94%,1.0GB,1.7GB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.7MB,22.4MB,48.56%,6.52%,21.8MB,10.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,23.6MB,22.3MB,48.83%,6.87%,23.5MB,11.8MB,0B,0B
round0,Docker,sawtooth-rest-api-1,27.9MB,27.3MB,0.71%,0.18%,7.4MB,7.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-validator-0,604.3MB,340.2MB,107.55%,52.45%,27.5MB,1.0GB,0B,0B
round0,Docker,sawtooth-validator-1,555.6MB,343.7MB,110.78%,47.05%,29.2MB,28.8MB,0B,0B
