round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,26.8MB,11.9MB,97.78%,41.93%,125.0MB,1.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.8MB,20.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.5MB,22.0MB,35.74%,22.56%,22.0MB,11.0MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,47.0MB,47.0MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,33.4MB,29.6MB,41.27%,7.26%,77.8MB,126.9MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-7,46.9MB,46.9MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-7,23.5MB,22.0MB,35.72%,23.09%,22.4MB,11.2MB,0B,0B
round0,Docker,sawtooth-rest-api-7,27.4MB,27.0MB,1.21%,0.10%,1.4MB,1.4MB,0B,0B
round0,Docker,sawtooth-settings-tp-7,20.7MB,20.7MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,23.4MB,22.0MB,37.80%,23.48%,22.5MB,11.3MB,0B,0B
round0,Docker,sawtooth-rest-api-1,27.6MB,27.1MB,1.43%,0.09%,1.4MB,1.4MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.8MB,20.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-5,46.9MB,46.9MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-5,27.7MB,27.3MB,1.10%,0.08%,1.4MB,1.4MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-5,23.4MB,22.0MB,37.34%,23.26%,22.5MB,11.3MB,0B,0B
round0,Docker,sawtooth-settings-tp-5,20.9MB,20.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,27.6MB,27.2MB,1.20%,0.09%,1.4MB,1.4MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.8MB,46.8MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,23.6MB,22.1MB,36.56%,23.49%,22.6MB,11.3MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.8MB,20.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-4,27.4MB,27.0MB,1.11%,0.10%,1.4MB,1.4MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-4,23.6MB,22.1MB,36.31%,22.96%,22.5MB,11.2MB,0B,0B
round0,Docker,sawtooth-settings-tp-4,20.9MB,20.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-4,46.8MB,46.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-6,23.7MB,22.1MB,38.94%,23.36%,22.4MB,11.2MB,0B,0B
round0,Docker,sawtooth-settings-tp-6,20.6MB,20.6MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-6,47.0MB,47.0MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-6,27.4MB,27.0MB,1.10%,0.09%,1.4MB,1.4MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,23.6MB,22.1MB,36.47%,22.86%,22.2MB,11.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.9MB,46.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,27.5MB,27.2MB,1.00%,0.08%,1.4MB,1.4MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.8MB,20.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-validator-7,232.2MB,175.3MB,100.15%,56.55%,28.1MB,24.5MB,0B,0B
round0,Docker,sawtooth-validator-4,252.3MB,189.1MB,98.62%,57.08%,28.0MB,59.4MB,0B,0B
round0,Docker,sawtooth-validator-6,238.1MB,178.3MB,98.19%,56.22%,27.2MB,25.2MB,0B,0B
round0,Docker,sawtooth-validator-3,222.2MB,175.4MB,98.47%,56.29%,27.6MB,25.1MB,0B,0B
round0,Docker,sawtooth-validator-0,260.0MB,191.9MB,96.98%,57.03%,28.5MB,169.0MB,0B,0B
round0,Docker,sawtooth-validator-1,226.0MB,173.4MB,96.28%,56.19%,27.7MB,24.9MB,0B,0B
round0,Docker,sawtooth-validator-5,221.7MB,171.7MB,101.17%,57.01%,28.3MB,24.3MB,0B,0B
round0,Docker,sawtooth-validator-2,224.7MB,173.5MB,96.90%,56.84%,27.8MB,24.3MB,0B,0B
