round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,36.5MB,17.0MB,57.57%,11.22%,1.8GB,12.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.7MB,46.7MB,0.69%,0.00%,15.7KB,3.7KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,27.9MB,24.4MB,54.01%,16.05%,54.3MB,27.5MB,0B,0B
round0,Docker,sawtooth-rest-api-0,192.5MB,67.9MB,101.32%,21.42%,1.1GB,1.8GB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,10.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,27.2MB,26.6MB,0.77%,0.15%,7.4MB,7.6MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,28.2MB,24.3MB,53.06%,16.56%,56.7MB,28.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,0.67%,0.00%,15.7KB,3.7KB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,10.7KB,0B,0B,0B
round0,Docker,sawtooth-validator-0,889.0MB,523.4MB,113.74%,79.80%,57.4MB,1.1GB,0B,0B
round0,Docker,sawtooth-validator-1,710.9MB,406.7MB,108.99%,60.04%,53.8MB,74.8MB,0B,0B
