round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,30.1MB,25.4MB,51.79%,24.05%,72.5MB,37.1MB,0B,0B
round0,Docker,sawtooth-rest-api-1,28.4MB,27.9MB,1.58%,0.32%,14.8MB,15.2MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.5MB,46.5MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-shell-default,35.1MB,14.2MB,67.06%,18.92%,1.2GB,8.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,30.0MB,25.2MB,52.82%,23.47%,71.6MB,36.5MB,0B,0B
round0,Docker,sawtooth-rest-api-3,28.2MB,27.8MB,0.74%,0.32%,14.8MB,15.2MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.6MB,20.6MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,29.1MB,24.8MB,51.43%,21.73%,65.3MB,33.4MB,0B,0B
round0,Docker,sawtooth-rest-api-0,84.7MB,46.5MB,86.05%,19.69%,754.8MB,1.2GB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,47.0MB,47.0MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.8MB,46.8MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,30.1MB,25.4MB,51.73%,23.25%,71.8MB,36.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.3MB,20.3MB,0.00%,0.00%,10.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,28.5MB,28.1MB,1.54%,0.31%,14.8MB,15.2MB,0B,0B
round0,Docker,sawtooth-validator-3,562.6MB,396.5MB,112.71%,88.23%,83.2MB,83.5MB,0B,0B
round0,Docker,sawtooth-validator-1,571.0MB,409.8MB,112.72%,88.19%,82.4MB,85.9MB,0B,0B
round0,Docker,sawtooth-validator-0,628.7MB,440.2MB,119.75%,91.26%,86.2MB,850.0MB,0B,0B
round0,Docker,sawtooth-validator-2,524.9MB,392.3MB,110.51%,89.52%,85.1MB,126.4MB,0B,0B
