Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,3020,0,10.1 tps,0.15 s,0.01 s,0.04 s,10.1 tps
2,10 TPS,540,1060,10.3 tps,0.10 s,0.01 s,0.05 s,3.6 tps
3,15 TPS,640,1760,15.3 tps,0.18 s,0.02 s,0.05 s,-0.0 tps
4,20 TPS,1120,2160,19.0 tps,0.18 s,0.01 s,0.03 s,6.8 tps
5,25 TPS,2280,2340,23.6 tps,0.11 s,0.01 s,0.04 s,11.7 tps
6,30 TPS,2220,3300,28.3 tps,0.14 s,0.01 s,0.04 s,11.6 tps
7,35 TPS,1340,5820,33.0 tps,0.09 s,0.03 s,0.05 s,6.3 tps
8,40 TPS,2820,6160,37.7 tps,0.16 s,0.02 s,0.05 s,12.1 tps
9,45 TPS,2300,8720,42.6 tps,0.22 s,0.02 s,0.09 s,8.9 tps
