round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,35.0MB,12.2MB,83.56%,26.20%,508.2MB,3.7MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,25.0MB,22.6MB,48.04%,19.45%,32.7MB,16.2MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,53.7MB,35.4MB,77.10%,13.17%,306.3MB,510.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,2.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,26.4MB,26.4MB,0.75%,0.04%,944.3KB,958.7KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,26.0MB,23.0MB,56.28%,23.06%,39.5MB,19.7MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,2.5KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.8MB,46.8MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,26.5MB,26.2MB,0.81%,0.04%,943.8KB,958.9KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,25.9MB,22.8MB,46.99%,22.40%,38.1MB,18.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.3MB,20.3MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,24.8MB,22.2MB,47.44%,19.29%,31.9MB,15.8MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,26.5MB,26.5MB,0.76%,0.04%,959.4KB,974.9KB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.8MB,20.8MB,0.00%,0.00%,2.5KB,0B,0B,0B
round0,Docker,sawtooth-validator-0,365.6MB,218.8MB,107.64%,52.26%,40.3MB,397.0MB,0B,0B
round0,Docker,sawtooth-validator-1,369.3MB,222.2MB,111.68%,56.88%,44.5MB,43.7MB,0B,0B
round0,Docker,sawtooth-validator-2,341.6MB,201.0MB,114.51%,58.33%,38.7MB,47.4MB,0B,0B
round0,Docker,sawtooth-validator-3,328.4MB,187.1MB,109.72%,45.69%,36.6MB,40.2MB,0B,0B
