round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,27.3MB,12.8MB,101.17%,42.42%,237.0MB,1.9MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,24.2MB,22.4MB,46.33%,25.76%,26.4MB,13.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,47.0MB,47.0MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.9MB,20.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,28.3MB,27.7MB,2.03%,0.29%,4.9MB,5.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-5,23.9MB,22.3MB,44.65%,24.10%,24.7MB,12.4MB,0B,0B
round0,Docker,sawtooth-settings-tp-5,20.9MB,20.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-5,28.2MB,27.7MB,1.97%,0.27%,4.9MB,5.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-5,46.8MB,46.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,47.1MB,47.1MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,28.2MB,27.7MB,1.61%,0.29%,4.9MB,5.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.8MB,20.8MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,24.1MB,22.3MB,45.63%,25.43%,26.3MB,13.3MB,0B,0B
round0,Docker,sawtooth-rest-api-2,28.2MB,27.6MB,2.29%,0.30%,4.9MB,5.0MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.8MB,20.8MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,24.1MB,22.4MB,42.89%,25.32%,26.4MB,13.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.9MB,46.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-4,20.8MB,20.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-4,47.0MB,47.0MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-4,28.4MB,27.8MB,3.33%,0.29%,4.9MB,5.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-4,24.1MB,22.3MB,47.65%,25.30%,25.5MB,12.8MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,24.1MB,22.3MB,44.87%,24.91%,25.6MB,12.9MB,0B,0B
round0,Docker,sawtooth-rest-api-0,40.2MB,31.8MB,52.59%,11.39%,148.3MB,242.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.9MB,20.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.9MB,46.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-validator-2,300.0MB,221.3MB,101.62%,70.61%,34.5MB,31.4MB,0B,0B
round0,Docker,sawtooth-validator-1,264.9MB,208.9MB,102.00%,69.94%,35.4MB,30.1MB,0B,0B
round0,Docker,sawtooth-validator-5,284.3MB,207.9MB,104.66%,69.94%,35.8MB,27.1MB,0B,0B
round0,Docker,sawtooth-validator-3,288.9MB,214.1MB,100.98%,70.81%,34.7MB,30.6MB,0B,0B
round0,Docker,sawtooth-validator-0,309.6MB,229.1MB,102.04%,70.88%,36.3MB,232.8MB,0B,0B
round0,Docker,sawtooth-validator-4,316.4MB,227.6MB,102.42%,69.71%,35.9MB,49.5MB,0B,0B
