0.7790055248618785
NUM  BLOCK_ID                                                                                                                          BATS  TXNS  SIGNER                                                            
40   f3230d19817f0dd815410db5bdd610eebf6c17af1caa8d441a53ff370906fa2d6d6c3a1344ca0468d3b72a9c7fef2acbdaf8a763d24e2ac232e57598ec9330fd  3     60    02fd0dec1ce7b309373c45b2b74394c8c5daa3e96d96723a75c7329307d755d1f8
39   aff6cf8fd942322c5e86d149e090acf4693ec44a05e1e47298e0f06a771773e87f67082a1a3550f9ceada2a8e5cec65db243d251f89d4fa5aad605217d9bf5c9  11    220   0270fdb009cbc795b23b762430c3548c57ac3daeb8941ba6fb60745d2fd6056a81
38   113212ce71a1d2e12987ab97949a5c59d81268e044308be65bae56d60b2385800023c810abb22c9af64f7ff6647638175fa023f1d30703b8e531119ea5ca25d6  9     180   03f901836c088e35b028d7a3b3d43c92412e6545dba722f45560c6fa11c73379a5
37   7532b848aa6ec34f0a366e1dd09e5bdb65f957aa8c2287a507fbfc2566591c3400dd3de4acd3f1f9eda5c56828e80443a532c6cf1831bc89befa66b3835deffb  5     100   02fd0dec1ce7b309373c45b2b74394c8c5daa3e96d96723a75c7329307d755d1f8
36   f3090f829e450eca2f403bcefd48848c9bc63793ba3bd3bc7e9b5273a1164a95104917527ef73cd0b01c8032b30d4c3bc89eabf479abbc3f48a99056068ee1ba  3     60    03f901836c088e35b028d7a3b3d43c92412e6545dba722f45560c6fa11c73379a5
35   7821f8fd8b4f8dad4ebdf7718e6823a4b49588ace69764d3e2405f8890e47f9c4b57f708108e6a2a6fcec436c6e949073b6d478f0bc76ce18d47af7a2a352d11  2     40    03f901836c088e35b028d7a3b3d43c92412e6545dba722f45560c6fa11c73379a5
34   fb1a067f762f40e034028669267e00c800cffcd63a710d370af8c30267c6fe4a2826325369f0babf1522398aaa30e7acb464c2da19ccce3725cd1be7458b4cde  2     40    0270fdb009cbc795b23b762430c3548c57ac3daeb8941ba6fb60745d2fd6056a81
33   8da955c21918c165819ac1e23a98f639321325bb75c5f31a223c49acd1f2efdf58cececdc491735cb84f8eeabbc800e8ab90f8ae5cc70d9958e5db9fe0242e00  9     180   03f901836c088e35b028d7a3b3d43c92412e6545dba722f45560c6fa11c73379a5
32   5dcb86912a6831c05e5bb7429c2416c77c9b673d1bedbe8c5621ea5b412d83ce1b46751d5c96a9619344b9985a528ca36ea3557773a8f3cef8c046113c67181c  8     160   0270fdb009cbc795b23b762430c3548c57ac3daeb8941ba6fb60745d2fd6056a81
31   e1672aa41cc2cd86873040ccc29bdcfe93779f423db562417d97fc5de46d697d79c0dbbbd81293b9f5219f6298dc1c772597c2ff2b867aeaa2447cf8b9664064  2     40    0270fdb009cbc795b23b762430c3548c57ac3daeb8941ba6fb60745d2fd6056a81
30   eacd1065e25371b956d3a67254237289b70cc89dff611a761a869d350d81759c533141e0d4a7e73bdc38c53f6c9906220868169d3a52490b04fe8b116a27cdcb  2     40    0270fdb009cbc795b23b762430c3548c57ac3daeb8941ba6fb60745d2fd6056a81
29   098b4d5a57048fb3f4bc8ff76d16b418a9b5a4beaeefc3e34d3be5df6089f17227e7cd3d76c8f5c665cf3a3bc973062465af0b36915e51d6a9b49070c9e26602  12    240   03f901836c088e35b028d7a3b3d43c92412e6545dba722f45560c6fa11c73379a5
28   eabf4b559f288cc121cf08e81dec70eea2a634e62cbe5c9737584d568a388df95eade966df81f539f75ac94cdb8a1941dfb60dca3cfc6f779daf196c28b44d2c  5     100   0270fdb009cbc795b23b762430c3548c57ac3daeb8941ba6fb60745d2fd6056a81
27   05817ff262237fb0e9c2d7b7805d176276982382d79eaa0311f0032da058d747622fde4ae85775194cb4a5bf9b71e3ad21c24287a1fb6ae60a328f55616abaa6  7     140   03f901836c088e35b028d7a3b3d43c92412e6545dba722f45560c6fa11c73379a5
26   ea675559a52c5a89bd0cd5156b655844a06ac10929413682a98232319277ac341af4fa037cf2462d02590b587ae569d0fce530f244ce097884dab3bf24140e35  2     40    02fd0dec1ce7b309373c45b2b74394c8c5daa3e96d96723a75c7329307d755d1f8
25   18a2eb075fc0c493b758dcb0236e4ff6b91f69038160a1e0ae4b756fda4cf0fb5978bebb33a9e434cc831be3e73cb2833befd17d644d99cfe519b53fa813e19e  4     80    0270fdb009cbc795b23b762430c3548c57ac3daeb8941ba6fb60745d2fd6056a81
24   f792da096f712bcab3163e51b79eb4df9d3065ae5f5ba64de67fec49e61319c80e226988aade3cb6a04593a5251a9c4d01b35d77bf8e6109d62060403e111eef  2     40    02fd0dec1ce7b309373c45b2b74394c8c5daa3e96d96723a75c7329307d755d1f8
23   6f74311709c66e270e68d4d07780cd652ad709ec2377549fecab99a0b1344d1039da3a47608a26dc57468e0a4e0c5c304510ac53cc221fe4e721ee73aaf2707d  1     20    0270fdb009cbc795b23b762430c3548c57ac3daeb8941ba6fb60745d2fd6056a81
