round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,45.9MB,15.4MB,68.43%,20.89%,1.1GB,8.2MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.8MB,46.8MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.5MB,20.5MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,28.8MB,24.7MB,54.15%,23.55%,61.3MB,31.2MB,0B,0B
round0,Docker,sawtooth-rest-api-2,27.9MB,27.5MB,1.40%,0.19%,7.4MB,7.6MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.6MB,46.6MB,0.00%,0.00%,10.5KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,28.6MB,24.5MB,53.04%,23.42%,61.4MB,31.1MB,0B,0B
round0,Docker,sawtooth-rest-api-1,28.1MB,27.5MB,0.93%,0.18%,7.4MB,7.6MB,0B,0B
round0,Docker,sawtooth-rest-api-0,79.5MB,45.8MB,98.29%,21.87%,706.3MB,1.1GB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,28.3MB,24.6MB,53.86%,21.88%,56.8MB,29.0MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,10.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,28.1MB,27.5MB,0.79%,0.18%,7.4MB,7.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.8MB,46.8MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,28.7MB,24.6MB,53.22%,23.91%,62.4MB,31.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.8MB,20.8MB,0.00%,0.00%,10.5KB,0B,0B,0B
round0,Docker,sawtooth-validator-2,580.4MB,406.4MB,109.92%,87.33%,66.3MB,72.2MB,0B,0B
round0,Docker,sawtooth-validator-1,565.1MB,379.7MB,108.48%,87.06%,67.2MB,71.3MB,0B,0B
round0,Docker,sawtooth-validator-0,633.3MB,431.2MB,115.41%,91.39%,70.1MB,832.8MB,0B,0B
round0,Docker,sawtooth-validator-3,563.6MB,408.2MB,115.22%,88.28%,67.5MB,72.7MB,0B,0B
