Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,5TPS,2500,0,5.0 tps,0.17 s,0.01 s,0.02 s,5.0 tps
2,5TPS,2200,300,5.0 tps,0.08 s,0.01 s,0.02 s,4.4 tps
3,5TPS,2500,0,5.0 tps,0.12 s,0.01 s,0.03 s,5.0 tps
4,5TPS,2500,0,5.0 tps,0.11 s,0.01 s,0.03 s,5.0 tps
