Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,1980,1040,10.1 tps,0.20 s,0.01 s,0.05 s,6.7 tps
2,10 TPS,380,1220,10.3 tps,0.10 s,0.02 s,0.05 s,-0.0 tps
3,15 TPS,480,1920,15.3 tps,0.08 s,0.02 s,0.05 s,-0.0 tps
4,20 TPS,740,2520,19.1 tps,0.39 s,0.02 s,0.06 s,-0.0 tps
5,25 TPS,700,3880,23.3 tps,0.13 s,0.01 s,0.04 s,3.7 tps
6,30 TPS,860,4620,28.2 tps,0.17 s,0.03 s,0.06 s,4.5 tps
7,35 TPS,540,6580,33.4 tps,0.07 s,0.02 s,0.04 s,3.8 tps
8,40 TPS,1080,7860,38.0 tps,0.21 s,0.01 s,0.06 s,4.6 tps
9,45 TPS,1160,9820,42.9 tps,0.10 s,0.01 s,0.03 s,-0.0 tps
