Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,3020,0,10.1 tps,0.15 s,0.01 s,0.04 s,10.1 tps
2,10 TPS,1600,0,10.3 tps,0.10 s,0.02 s,0.05 s,10.3 tps
3,15 TPS,520,1880,15.3 tps,0.10 s,0.03 s,0.06 s,-0.0 tps
4,20 TPS,400,2840,20.2 tps,0.11 s,0.02 s,0.06 s,2.7 tps
5,25 TPS,880,3660,25.2 tps,0.20 s,0.01 s,0.06 s,-0.0 tps
6,30 TPS,340,5100,30.2 tps,0.12 s,0.02 s,0.06 s,-0.0 tps
7,35 TPS,840,6200,35.2 tps,0.12 s,0.01 s,0.04 s,-0.0 tps
8,40 TPS,140,8720,40.2 tps,0.08 s,0.03 s,0.06 s,-0.0 tps
9,45 TPS,1320,9540,45.2 tps,0.13 s,0.02 s,0.05 s,5.6 tps
