round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,40.1MB,13.9MB,85.75%,22.40%,734.2MB,5.2MB,0B,0B
round0,Docker,sawtooth-rest-api-3,26.3MB,26.3MB,0.84%,0.03%,961.2KB,975.4KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.7MB,46.7MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.6MB,20.6MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,25.7MB,22.9MB,55.41%,22.77%,37.7MB,18.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,2.3KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,74.3MB,42.6MB,101.72%,17.66%,442.3MB,737.0MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,25.5MB,23.0MB,51.82%,22.08%,35.6MB,17.8MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,25.3MB,22.9MB,47.35%,20.46%,34.2MB,16.9MB,0B,0B
round0,Docker,sawtooth-rest-api-2,26.6MB,26.3MB,0.77%,0.03%,944.8KB,960.6KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.8MB,46.8MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.7MB,20.7MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,47.1MB,47.1MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,26.6MB,26.4MB,0.78%,0.04%,947.9KB,962.0KB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,2.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,25.7MB,23.0MB,47.16%,21.73%,36.8MB,18.2MB,0B,0B
round0,Docker,sawtooth-validator-3,354.1MB,216.1MB,129.47%,53.17%,41.4MB,41.3MB,0B,0B
round0,Docker,sawtooth-validator-0,437.7MB,246.7MB,117.25%,60.08%,42.2MB,525.8MB,0B,0B
round0,Docker,sawtooth-validator-2,336.7MB,202.9MB,103.48%,52.40%,35.1MB,42.1MB,0B,0B
round0,Docker,sawtooth-validator-1,356.9MB,210.5MB,109.33%,54.40%,34.3MB,46.9MB,0B,0B
