Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,2520,500,10.1 tps,0.11 s,0.01 s,0.04 s,8.8 tps
2,10 TPS,580,1020,10.3 tps,0.07 s,0.02 s,0.04 s,-0.0 tps
3,15 TPS,640,1760,15.3 tps,0.19 s,0.02 s,0.04 s,-0.0 tps
4,20 TPS,840,2400,20.2 tps,0.08 s,0.02 s,0.04 s,5.4 tps
5,25 TPS,580,3960,25.2 tps,0.23 s,0.02 s,0.05 s,3.3 tps
6,30 TPS,1080,4400,28.2 tps,0.11 s,0.01 s,0.04 s,5.7 tps
7,35 TPS,900,6200,33.0 tps,0.12 s,0.01 s,0.04 s,-0.0 tps
8,40 TPS,1120,7800,37.6 tps,0.09 s,0.02 s,0.05 s,-0.0 tps
9,45 TPS,920,10020,42.4 tps,0.11 s,0.02 s,0.04 s,-0.0 tps
