Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,15TPS,6320,1180,15.0 tps,0.83 s,0.01 s,0.04 s,12.7 tps
2,15TPS,4040,3460,15.0 tps,1.52 s,0.01 s,0.09 s,8.1 tps
3,15TPS,3640,3860,15.0 tps,1.45 s,0.01 s,0.14 s,-0.0 tps
4,15TPS,5240,2260,15.0 tps,1.97 s,0.01 s,0.15 s,10.5 tps
