round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,27.5MB,12.2MB,98.75%,32.35%,154.5MB,1.3MB,0B,0B
round0,Docker,sawtooth-rest-api-6,27.2MB,26.7MB,1.36%,0.04%,481.4KB,482.0KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-6,47.0MB,47.0MB,0.00%,0.00%,46.4KB,28.2KB,0B,0B
round0,Docker,sawtooth-settings-tp-6,20.7MB,20.7MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-6,23.4MB,21.9MB,38.50%,22.64%,19.6MB,9.8MB,0B,0B
round0,Docker,sawtooth-rest-api-1,26.9MB,26.5MB,0.97%,0.03%,481.8KB,482.2KB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.8MB,20.8MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,23.2MB,21.8MB,37.29%,22.65%,19.4MB,9.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,47.0MB,47.0MB,0.00%,0.00%,46.4KB,28.3KB,0B,0B
round0,Docker,sawtooth-settings-tp-0,21.0MB,21.0MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,37.2MB,31.6MB,58.85%,9.13%,94.2MB,155.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.9MB,46.9MB,0.00%,0.00%,46.3KB,28.3KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.4MB,22.0MB,37.92%,22.43%,19.5MB,9.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-7,20.7MB,20.7MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-7,23.3MB,22.0MB,40.60%,22.62%,19.8MB,10.0MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-7,47.2MB,47.2MB,0.00%,0.00%,46.3KB,28.3KB,0B,0B
round0,Docker,sawtooth-rest-api-7,27.1MB,26.7MB,1.57%,0.03%,481.5KB,483.0KB,0B,0B
round0,Docker,sawtooth-rest-api-4,27.1MB,26.6MB,1.16%,0.03%,497.9KB,498.0KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-4,23.2MB,21.9MB,38.56%,22.63%,19.7MB,9.8MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-4,46.9MB,46.9MB,0.00%,0.00%,46.4KB,28.3KB,0B,0B
round0,Docker,sawtooth-settings-tp-4,20.8MB,20.8MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-5,47.2MB,47.2MB,0.00%,0.00%,46.3KB,28.2KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-5,23.2MB,21.7MB,38.16%,22.61%,19.6MB,9.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-5,20.9MB,20.9MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-5,26.6MB,26.5MB,1.53%,0.03%,483.8KB,480.7KB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,26.8MB,26.4MB,1.24%,0.03%,496.5KB,497.3KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,47.0MB,47.0MB,0.00%,0.00%,46.3KB,28.3KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,23.0MB,21.7MB,39.16%,21.99%,19.1MB,9.5MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,23.4MB,22.0MB,37.84%,22.76%,19.8MB,9.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.9MB,20.9MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,47.1MB,47.0MB,0.00%,0.00%,46.2KB,28.3KB,0B,0B
round0,Docker,sawtooth-rest-api-2,26.4MB,26.4MB,1.17%,0.03%,484.6KB,480.1KB,0B,0B
round0,Docker,sawtooth-validator-0,280.4MB,203.7MB,97.17%,55.29%,27.0MB,190.1MB,0B,0B
round0,Docker,sawtooth-validator-4,265.4MB,189.8MB,100.23%,54.73%,26.8MB,41.0MB,0B,0B
round0,Docker,sawtooth-validator-1,253.7MB,177.9MB,93.79%,54.93%,26.7MB,21.8MB,0B,0B
round0,Docker,sawtooth-validator-7,261.3MB,184.2MB,99.19%,55.41%,27.0MB,41.1MB,0B,0B
round0,Docker,sawtooth-validator-3,245.2MB,174.8MB,94.40%,56.51%,27.6MB,20.5MB,0B,0B
round0,Docker,sawtooth-validator-6,230.3MB,173.5MB,94.93%,54.75%,27.0MB,21.7MB,0B,0B
round0,Docker,sawtooth-validator-5,231.8MB,169.3MB,98.99%,54.77%,26.4MB,22.5MB,0B,0B
round0,Docker,sawtooth-validator-2,236.4MB,172.2MB,97.47%,55.04%,26.3MB,22.8MB,0B,0B
