Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,25TPS,6340,6180,25.0 tps,0.38 s,0.01 s,0.05 s,12.7 tps
2,25TPS,4440,8060,25.0 tps,0.20 s,0.02 s,0.07 s,-0.0 tps
3,25TPS,3340,9160,25.0 tps,0.47 s,0.03 s,0.08 s,6.7 tps
4,25TPS,3080,9420,25.0 tps,0.21 s,0.03 s,0.10 s,6.2 tps
