round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,26.9MB,11.7MB,91.69%,32.83%,92.1MB,850.1KB,0B,0B
round0,Docker,sawtooth-rest-api-0,34.4MB,29.2MB,36.74%,4.94%,57.8MB,93.6MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.4MB,22.0MB,33.30%,19.06%,19.7MB,9.8MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.9MB,46.9MB,0.00%,0.00%,58.0KB,37.5KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-5,46.8MB,46.8MB,0.00%,0.00%,58.0KB,37.5KB,0B,0B
round0,Docker,sawtooth-rest-api-5,27.7MB,27.2MB,1.10%,0.06%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-5,23.4MB,22.1MB,31.54%,19.64%,20.0MB,9.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-5,20.8MB,20.8MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.8MB,20.8MB,0.00%,0.00%,9.3KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,47.1MB,47.1MB,0.00%,0.00%,58.1KB,37.5KB,0B,0B
round0,Docker,sawtooth-rest-api-2,27.5MB,27.2MB,0.97%,0.07%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,23.5MB,22.1MB,32.69%,19.88%,20.2MB,10.0MB,0B,0B
round0,Docker,sawtooth-settings-tp-8,20.6MB,20.6MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-8,27.6MB,27.1MB,1.02%,0.07%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-8,23.5MB,22.0MB,31.91%,19.91%,20.2MB,10.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-8,46.9MB,46.9MB,0.00%,0.00%,58.0KB,37.5KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,23.1MB,21.7MB,32.88%,19.82%,19.9MB,9.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,47.0MB,47.0MB,0.00%,0.00%,58.0KB,37.5KB,0B,0B
round0,Docker,sawtooth-rest-api-1,27.6MB,27.1MB,0.99%,0.07%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-9,23.4MB,22.0MB,33.02%,19.84%,20.3MB,10.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-9,46.8MB,46.8MB,0.00%,0.00%,58.0KB,37.5KB,0B,0B
round0,Docker,sawtooth-rest-api-9,27.2MB,26.9MB,1.08%,0.07%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-9,20.8MB,20.8MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-4,23.5MB,22.1MB,34.61%,20.11%,20.6MB,10.2MB,0B,0B
round0,Docker,sawtooth-settings-tp-4,20.9MB,20.9MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-4,27.1MB,26.8MB,1.00%,0.07%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-4,46.9MB,46.9MB,0.00%,0.00%,58.0KB,37.5KB,0B,0B
round0,Docker,sawtooth-rest-api-3,27.9MB,27.5MB,0.92%,0.07%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,23.5MB,22.1MB,35.15%,20.16%,20.5MB,10.2MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,58.0KB,37.5KB,0B,0B
round0,Docker,sawtooth-rest-api-7,27.6MB,27.1MB,1.08%,0.06%,1.1MB,1.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-7,20.8MB,20.8MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-7,23.3MB,21.9MB,33.18%,19.44%,20.0MB,9.9MB,0B,0B
