round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,65.0MB,16.5MB,67.63%,16.95%,1.4GB,9.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.6MB,46.6MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,25.6MB,23.0MB,54.13%,14.91%,37.7MB,19.0MB,0B,0B
round0,Docker,sawtooth-rest-api-1,28.3MB,27.9MB,1.34%,0.44%,17.8MB,18.2MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,123.4MB,51.6MB,95.48%,20.92%,850.2MB,1.4GB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,25.4MB,22.8MB,52.01%,14.54%,36.6MB,18.7MB,0B,0B
round0,Docker,sawtooth-validator-1,610.1MB,382.1MB,109.08%,86.10%,46.0MB,50.3MB,0B,0B
round0,Docker,sawtooth-validator-0,736.5MB,433.1MB,115.08%,91.85%,51.8MB,869.6MB,0B,0B
