round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,41.3MB,11.5MB,68.11%,20.50%,1.0GB,7.3MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,21.6MB,20.9MB,44.51%,3.53%,8.4MB,4.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.7MB,20.7MB,0.00%,0.00%,3.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,26.3MB,26.3MB,0.75%,0.03%,760.7KB,773.6KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.8MB,46.8MB,0.00%,0.00%,18.6KB,11.4KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.7MB,46.7MB,0.00%,0.00%,18.6KB,11.4KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,21.8MB,21.1MB,45.50%,3.61%,8.4MB,4.2MB,0B,0B
round0,Docker,sawtooth-rest-api-3,26.3MB,26.3MB,0.78%,0.02%,760.8KB,773.7KB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,3.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,67.2MB,37.9MB,51.22%,12.85%,617.9MB,1.0GB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,21.7MB,21.0MB,42.91%,4.01%,9.5MB,4.7MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.4MB,20.4MB,0.00%,0.00%,3.4KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.7MB,0.00%,0.00%,18.6KB,11.3KB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.3MB,20.3MB,0.00%,0.00%,3.3KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,18.6KB,11.4KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,21.7MB,21.0MB,43.54%,3.53%,8.4MB,4.2MB,0B,0B
round0,Docker,sawtooth-rest-api-1,26.3MB,26.3MB,0.73%,0.03%,761.3KB,773.7KB,0B,0B
round0,Docker,sawtooth-validator-0,260.6MB,172.9MB,96.82%,16.04%,12.7MB,633.9MB,0B,0B
round0,Docker,sawtooth-validator-2,222.6MB,157.2MB,95.93%,9.49%,9.7MB,10.0MB,0B,0B
round0,Docker,sawtooth-validator-3,223.7MB,159.6MB,95.31%,9.59%,9.8MB,9.9MB,0B,0B
round0,Docker,sawtooth-validator-1,227.0MB,155.8MB,95.55%,9.50%,9.6MB,10.1MB,0B,0B
