Datetime	 Elapsed	 Num Blocks	 Num Txns
2019-04-19 16:54:09.052882	 0.0	 1	 32
2019-04-19 16:54:12.058993	 3.01	 2	 32
2019-04-19 16:54:15.058749	 6.01	 2	 32
2019-04-19 16:54:18.059029	 9.01	 2	 32
2019-04-19 16:54:21.058614	 12.01	 3	 132
2019-04-19 16:54:24.058890	 15.01	 3	 132
2019-04-19 16:54:27.058529	 18.01	 3	 132
2019-04-19 16:54:30.058974	 21.01	 3	 132
2019-04-19 16:54:33.058979	 24.01	 4	 252
2019-04-19 16:54:36.058816	 27.01	 5	 272
2019-04-19 16:54:39.058124	 30.01	 6	 332
2019-04-19 16:54:42.059043	 33.01	 7	 332
2019-04-19 16:54:45.058774	 36.01	 7	 332
2019-04-19 16:54:48.058693	 39.01	 7	 332
2019-04-19 16:54:51.058078	 42.01	 8	 432
2019-04-19 16:54:54.058638	 45.01	 10	 472
2019-04-19 16:54:57.058696	 48.01	 10	 472
2019-04-19 16:55:00.058764	 51.01	 11	 532
2019-04-19 16:55:03.059119	 54.01	 12	 552
2019-04-19 16:55:06.058867	 57.01	 12	 552
2019-04-19 16:55:09.058705	 60.01	 12	 552
2019-04-19 16:55:12.056135	 63.01	 13	 632
2019-04-19 16:55:15.058792	 66.01	 13	 632
2019-04-19 16:55:18.058726	 69.01	 14	 692
2019-04-19 16:55:21.058874	 72.01	 14	 692
2019-04-19 16:55:24.056270	 75.01	 15	 752
2019-04-19 16:55:27.059225	 78.01	 15	 752
2019-04-19 16:55:30.058813	 81.01	 15	 752
2019-04-19 16:55:33.058676	 84.01	 15	 752
2019-04-19 16:55:36.058468	 87.01	 16	 872
2019-04-19 16:55:39.058564	 90.01	 17	 932
2019-04-19 16:55:42.058697	 93.01	 17	 932
2019-04-19 16:55:45.058618	 96.01	 17	 932
2019-04-19 16:55:48.058426	 99.01	 18	 992
2019-04-19 16:55:51.059665	 102.01	 19	 1032
2019-04-19 16:55:54.060009	 105.01	 19	 1032
2019-04-19 16:55:57.062500	 108.01	 19	 1032
2019-04-19 16:56:00.059254	 111.01	 20	 1132
2019-04-19 16:56:03.058565	 114.01	 20	 1132
2019-04-19 16:56:06.058321	 117.01	 20	 1132
2019-04-19 16:56:09.054825	 120.0	 20	 1232
2019-04-19 16:56:12.058388	 123.01	 21	 1232
2019-04-19 16:56:15.058445	 126.01	 21	 1232
2019-04-19 16:56:18.058283	 129.01	 22	 1292
2019-04-19 16:56:21.058482	 132.01	 22	 1292
2019-04-19 16:56:24.058659	 135.01	 22	 1292
2019-04-19 16:56:27.054927	 138.0	 22	 1292
2019-04-19 16:56:30.058987	 141.01	 23	 1432
2019-04-19 16:56:33.058629	 144.01	 23	 1432
2019-04-19 16:56:36.058387	 147.01	 24	 1472
2019-04-19 16:56:39.058720	 150.01	 24	 1532
2019-04-19 16:56:42.058295	 153.01	 26	 1552
2019-04-19 16:56:45.058299	 156.01	 26	 1552
2019-04-19 16:56:48.058344	 159.01	 26	 1552
2019-04-19 16:56:51.055743	 162.01	 27	 1632
2019-04-19 16:56:54.058453	 165.01	 27	 1632
2019-04-19 16:56:57.058380	 168.01	 28	 1692
2019-04-19 16:57:00.058257	 171.01	 29	 1732
2019-04-19 16:57:03.058437	 174.01	 29	 1732
2019-04-19 16:57:06.058349	 177.01	 29	 1732
2019-04-19 16:57:09.058388	 180.01	 29	 1732
2019-04-19 16:57:12.054498	 183.0	 29	 1852
2019-04-19 16:57:15.058482	 186.01	 30	 1852
2019-04-19 16:57:18.054717	 189.0	 31	 1912
2019-04-19 16:57:21.058245	 192.01	 32	 1932
2019-04-19 16:57:24.058368	 195.01	 33	 1952
2019-04-19 16:57:27.058203	 198.01	 33	 1952
2019-04-19 16:57:30.058226	 201.01	 33	 1952
2019-04-19 16:57:33.058350	 204.01	 33	 1952
2019-04-19 16:57:36.058181	 207.01	 34	 2072
2019-04-19 16:57:39.058174	 210.01	 34	 2072
2019-04-19 16:57:42.058241	 213.01	 35	 2132
2019-04-19 16:57:45.058222	 216.01	 35	 2132
2019-04-19 16:57:48.058193	 219.01	 35	 2132
2019-04-19 16:57:51.058236	 222.01	 35	 2132
2019-04-19 16:57:54.058091	 225.01	 36	 2252
2019-04-19 16:57:57.057799	 228.01	 38	 2292
2019-04-19 16:58:00.058135	 231.01	 38	 2292
2019-04-19 16:58:03.058082	 234.01	 40	 2372
2019-04-19 16:58:06.058050	 237.01	 41	 2372
2019-04-19 16:58:09.054336	 240.0	 42	 2432
2019-04-19 16:58:12.058153	 243.01	 42	 2432
2019-04-19 16:58:15.059211	 246.01	 43	 2472
2019-04-19 16:58:18.058322	 249.01	 43	 2472
2019-04-19 16:58:21.058037	 252.01	 44	 2532
2019-04-19 16:58:24.058199	 255.01	 44	 2532
2019-04-19 16:58:27.054359	 258.0	 45	 2592
2019-04-19 16:58:30.057935	 261.01	 45	 2592
2019-04-19 16:58:33.057866	 264.01	 46	 2632
2019-04-19 16:58:36.057936	 267.01	 47	 2672
2019-04-19 16:58:39.057948	 270.01	 48	 2692
2019-04-19 16:58:42.058219	 273.01	 48	 2692
2019-04-19 16:58:45.057392	 276.01	 48	 2692
2019-04-19 16:58:48.057959	 279.01	 49	 2832
2019-04-19 16:58:51.057772	 282.01	 50	 2832
2019-04-19 16:58:54.057885	 285.01	 51	 2852
2019-04-19 16:58:57.057842	 288.01	 51	 2852
2019-04-19 16:59:00.059421	 291.01	 52	 2932
2019-04-19 16:59:03.058627	 294.01	 53	 2952
2019-04-19 16:59:06.057981	 297.01	 53	 2952
2019-04-19 16:59:09.056916	 300.01	 53	 2952
2019-04-19 16:59:12.057884	 303.01	 53	 2952
2019-04-19 16:59:15.057648	 306.01	 54	 3052
2019-04-19 16:59:18.058003	 309.01	 54	 3052
2019-04-19 16:59:21.057656	 312.01	 55	 3132
2019-04-19 16:59:24.057714	 315.01	 55	 3132
2019-04-19 16:59:27.057814	 318.01	 55	 3132
2019-04-19 16:59:30.057726	 321.01	 55	 3132
2019-04-19 16:59:33.057762	 324.01	 56	 3232
2019-04-19 16:59:36.057809	 327.01	 56	 3232
2019-04-19 16:59:39.057524	 330.01	 57	 3292
2019-04-19 16:59:42.057796	 333.01	 58	 3332
2019-04-19 16:59:45.058346	 336.01	 58	 3332
2019-04-19 16:59:48.057746	 339.01	 58	 3332
2019-04-19 16:59:51.057508	 342.01	 59	 3432
2019-04-19 16:59:54.057873	 345.01	 60	 3452
2019-04-19 16:59:57.057614	 348.01	 60	 3452
2019-04-19 17:00:00.057497	 351.01	 61	 3532
2019-04-19 17:00:03.058606	 354.01	 61	 3532
2019-04-19 17:00:06.057686	 357.01	 61	 3532
2019-04-19 17:00:09.057786	 360.01	 61	 3632
2019-04-19 17:00:12.057413	 363.01	 63	 3652
2019-04-19 17:00:15.057502	 366.01	 63	 3652
2019-04-19 17:00:18.053901	 369.0	 63	 3732
2019-04-19 17:00:21.057405	 372.01	 64	 3752
2019-04-19 17:00:24.057472	 375.01	 65	 3772
