round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,30.0MB,12.6MB,101.93%,41.01%,222.3MB,1.8MB,0B,0B
round0,Docker,sawtooth-rest-api-0,41.4MB,31.4MB,63.71%,11.79%,136.9MB,225.6MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.9MB,22.2MB,45.39%,25.08%,25.4MB,12.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.8MB,20.8MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,47.1MB,47.1MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,24.2MB,22.3MB,45.91%,26.25%,26.8MB,13.5MB,0B,0B
round0,Docker,sawtooth-rest-api-3,27.7MB,27.3MB,1.80%,0.13%,2.5MB,2.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-5,24.2MB,22.4MB,46.50%,25.67%,26.0MB,13.0MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-5,47.0MB,47.0MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-5,20.5MB,20.5MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-5,27.9MB,27.5MB,1.98%,0.16%,2.5MB,2.5MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,24.2MB,22.4MB,47.58%,25.78%,26.4MB,13.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.3MB,20.3MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,27.2MB,26.7MB,1.94%,0.17%,2.5MB,2.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-4,20.8MB,20.8MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-4,24.2MB,22.3MB,43.98%,26.14%,26.5MB,13.4MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-4,47.0MB,47.0MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-4,27.8MB,27.4MB,1.65%,0.13%,2.5MB,2.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,47.0MB,47.0MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.8MB,20.8MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,27.8MB,27.3MB,1.33%,0.15%,2.5MB,2.5MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,24.2MB,22.5MB,48.00%,26.11%,26.5MB,13.4MB,0B,0B
round0,Docker,sawtooth-validator-1,308.1MB,212.7MB,102.80%,70.26%,32.9MB,31.5MB,0B,0B
round0,Docker,sawtooth-validator-5,309.7MB,215.4MB,101.82%,70.06%,34.3MB,29.5MB,0B,0B
round0,Docker,sawtooth-validator-0,336.5MB,236.4MB,103.79%,71.22%,35.7MB,227.4MB,0B,0B
round0,Docker,sawtooth-validator-3,303.9MB,218.4MB,101.06%,70.17%,34.3MB,30.7MB,0B,0B
round0,Docker,sawtooth-validator-4,298.2MB,211.6MB,103.36%,70.07%,34.5MB,30.1MB,0B,0B
round0,Docker,sawtooth-validator-2,309.8MB,231.8MB,101.01%,70.62%,34.4MB,52.6MB,0B,0B
