round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,28.1MB,12.0MB,55.84%,20.18%,1.1GB,8.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,26.2MB,26.2MB,0.83%,0.04%,1.5MB,1.5MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,21.9MB,21.0MB,45.38%,3.37%,9.8MB,4.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,66.7MB,40.0MB,48.62%,14.22%,699.6MB,1.1GB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,22.0MB,21.3MB,42.43%,3.35%,9.8MB,4.9MB,0B,0B
round0,Docker,sawtooth-validator-0,236.5MB,146.2MB,107.29%,12.92%,12.4MB,703.2MB,0B,0B
round0,Docker,sawtooth-validator-1,204.3MB,131.8MB,84.20%,6.57%,9.7MB,13.2MB,0B,0B
