round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,40.4MB,18.0MB,64.97%,17.13%,1.6GB,11.0MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,26.2MB,23.3MB,53.64%,16.38%,43.2MB,22.1MB,0B,0B
round0,Docker,sawtooth-rest-api-1,27.9MB,27.4MB,1.16%,0.30%,11.9MB,12.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.4MB,20.4MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.00%,0.00%,8.6KB,3.7KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,8.6KB,3.7KB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.9MB,20.9MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,142.3MB,56.2MB,100.57%,24.47%,980.1MB,1.6GB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,26.2MB,23.4MB,53.82%,16.52%,42.7MB,21.9MB,0B,0B
round0,Docker,sawtooth-validator-1,673.2MB,448.6MB,105.52%,81.62%,44.7MB,60.6MB,0B,0B
round0,Docker,sawtooth-validator-0,790.7MB,478.9MB,113.88%,91.91%,54.6MB,1011.3MB,0B,0B
