Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,2900,120,10.1 tps,0.10 s,0.01 s,0.03 s,9.7 tps
2,10 TPS,1480,120,10.3 tps,0.08 s,0.01 s,0.03 s,9.5 tps
3,15 TPS,1580,820,15.3 tps,0.08 s,0.01 s,0.03 s,10.0 tps
4,20 TPS,1660,1580,20.2 tps,0.19 s,0.02 s,0.05 s,15.2 tps
5,25 TPS,20,4520,25.2 tps,0.03 s,0.03 s,0.03 s,-0.0 tps
6,30 TPS,1700,3740,30.2 tps,0.20 s,0.02 s,0.07 s,9.5 tps
7,35 TPS,1500,5540,35.2 tps,0.19 s,0.03 s,0.08 s,7.6 tps
8,40 TPS,1220,7640,40.2 tps,0.17 s,0.03 s,0.07 s,-0.0 tps
9,45 TPS,1480,9380,45.2 tps,0.18 s,0.03 s,0.07 s,-0.0 tps
