Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,3020,0,10.1 tps,0.08 s,0.01 s,0.02 s,10.1 tps
2,10 TPS,1460,140,10.3 tps,0.12 s,0.01 s,0.04 s,9.4 tps
3,15 TPS,1760,640,15.3 tps,0.19 s,0.02 s,0.06 s,11.2 tps
4,20 TPS,2140,1100,20.2 tps,0.15 s,0.02 s,0.05 s,-0.0 tps
5,25 TPS,1060,3480,25.2 tps,0.14 s,0.02 s,0.05 s,5.9 tps
6,30 TPS,2260,3180,30.2 tps,0.15 s,0.02 s,0.05 s,12.6 tps
7,35 TPS,180,6860,35.2 tps,0.07 s,0.02 s,0.04 s,-0.0 tps
8,40 TPS,1120,7740,40.2 tps,0.12 s,0.01 s,0.05 s,5.1 tps
9,45 TPS,2280,8580,45.2 tps,0.15 s,0.02 s,0.05 s,-0.0 tps
