Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,300,0,5.8 tps,0.04 s,0.01 s,0.02 s,5.8 tps
2,10 TPS,700,0,10.6 tps,0.05 s,0.01 s,0.02 s,10.6 tps
3,15 TPS,740,0,15.4 tps,0.07 s,0.01 s,0.03 s,15.4 tps
4,20 TPS,800,440,20.7 tps,0.08 s,0.02 s,0.04 s,13.3 tps
5,25 TPS,320,1460,25.3 tps,0.09 s,0.03 s,0.06 s,10.5 tps
6,30 TPS,400,2040,30.5 tps,0.06 s,0.02 s,0.04 s,5.0 tps
7,35 TPS,560,2620,35.2 tps,0.18 s,0.02 s,0.07 s,6.2 tps
8,40 TPS,840,3220,40.4 tps,0.13 s,0.04 s,0.07 s,-0.0 tps
9,45 TPS,360,4640,45.2 tps,0.14 s,0.03 s,0.08 s,-0.0 tps
