Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,300,0,5.8 tps,0.04 s,0.01 s,0.02 s,5.8 tps
2,10 TPS,700,0,10.6 tps,0.05 s,0.01 s,0.02 s,10.6 tps
3,15 TPS,540,200,15.4 tps,0.14 s,0.01 s,0.04 s,12.3 tps
4,20 TPS,520,720,20.7 tps,0.08 s,0.01 s,0.03 s,8.7 tps
5,25 TPS,660,1120,25.3 tps,0.08 s,0.01 s,0.03 s,9.7 tps
6,30 TPS,600,1840,30.5 tps,0.07 s,0.01 s,0.03 s,-0.0 tps
7,35 TPS,700,2480,35.2 tps,0.11 s,0.02 s,0.04 s,7.7 tps
8,40 TPS,200,3860,40.4 tps,0.04 s,0.02 s,0.03 s,-0.0 tps
9,45 TPS,720,4280,45.2 tps,0.11 s,0.01 s,0.04 s,-0.0 tps
