round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,39.6MB,16.7MB,71.14%,14.74%,622.4MB,4.4MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,70.2MB,41.4MB,88.30%,11.89%,380.0MB,631.7MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,29.3MB,25.1MB,51.34%,23.68%,63.8MB,32.6MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.4MB,20.4MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,29.2MB,25.1MB,53.90%,24.36%,65.1MB,33.2MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.6MB,20.6MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,28.0MB,27.4MB,1.50%,0.19%,7.4MB,7.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,47.0MB,47.0MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.7MB,46.7MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,28.1MB,27.7MB,1.53%,0.19%,7.4MB,7.6MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,29.2MB,25.0MB,53.35%,24.16%,64.6MB,32.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,28.1MB,27.6MB,1.77%,0.19%,7.4MB,7.6MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,29.3MB,25.0MB,53.50%,24.34%,65.2MB,33.2MB,0B,0B
round0,Docker,sawtooth-validator-2,585.9MB,381.2MB,113.16%,87.68%,69.8MB,76.2MB,0B,0B
round0,Docker,sawtooth-validator-0,564.3MB,386.7MB,112.86%,89.97%,72.7MB,520.6MB,0B,0B
round0,Docker,sawtooth-validator-1,567.1MB,377.3MB,108.68%,87.07%,71.1MB,74.3MB,0B,0B
round0,Docker,sawtooth-validator-3,545.3MB,372.9MB,108.39%,86.58%,68.4MB,75.9MB,0B,0B
