Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,2140,880,10.1 tps,0.04 s,0.01 s,0.02 s,7.2 tps
2,10 TPS,1600,0,10.3 tps,0.18 s,0.01 s,0.02 s,10.3 tps
3,15 TPS,1800,600,15.3 tps,0.09 s,0.01 s,0.03 s,11.4 tps
4,20 TPS,1400,1840,20.2 tps,0.23 s,0.01 s,0.07 s,17.5 tps
5,25 TPS,0,4540,25.2 tps,0.00 s,100000.00 s,NaN s,0.0 tps
6,30 TPS,1220,4220,30.2 tps,0.12 s,0.02 s,0.04 s,-0.0 tps
7,35 TPS,840,6200,35.2 tps,0.13 s,0.02 s,0.06 s,22.6 tps
8,40 TPS,3860,5000,40.2 tps,0.45 s,0.01 s,0.04 s,18.7 tps
9,45 TPS,0,10860,45.2 tps,0.00 s,100000.00 s,NaN s,0.0 tps
