Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,2520,500,10.1 tps,0.04 s,0.01 s,0.02 s,10.2 tps
2,10 TPS,1600,0,10.3 tps,0.06 s,0.01 s,0.02 s,10.3 tps
3,15 TPS,2300,100,15.3 tps,0.44 s,0.01 s,0.04 s,14.6 tps
4,20 TPS,0,3240,20.2 tps,0.00 s,100000.00 s,NaN s,0.0 tps
5,25 TPS,1680,2860,25.2 tps,0.09 s,0.01 s,0.04 s,-0.0 tps
6,30 TPS,3100,2340,30.2 tps,0.30 s,0.03 s,0.07 s,20.3 tps
7,35 TPS,300,6740,35.2 tps,0.06 s,0.02 s,0.04 s,-0.0 tps
8,40 TPS,1260,7600,40.2 tps,0.12 s,0.02 s,0.05 s,-0.0 tps
9,45 TPS,2000,8860,45.2 tps,0.12 s,0.03 s,0.07 s,17.6 tps
