round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,27.5MB,13.6MB,95.23%,48.95%,154.7MB,1.4MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.7MB,22.1MB,36.70%,21.53%,23.9MB,12.0MB,0B,0B
round0,Docker,sawtooth-rest-api-0,32.9MB,29.4MB,35.21%,6.95%,97.6MB,158.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,23.8MB,22.2MB,36.61%,22.17%,24.0MB,12.0MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.8MB,20.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,27.7MB,27.4MB,0.96%,0.15%,2.8MB,2.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-7,20.7MB,20.7MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-7,23.6MB,22.0MB,36.23%,22.72%,24.5MB,12.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-7,46.9MB,46.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-7,28.0MB,27.5MB,0.97%,0.15%,2.8MB,2.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-5,20.7MB,20.7MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-5,47.0MB,47.0MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-5,27.9MB,27.3MB,0.96%,0.16%,2.8MB,2.9MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-5,24.0MB,22.4MB,39.01%,22.45%,24.1MB,12.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-4,46.9MB,46.9MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-4,23.8MB,22.1MB,37.09%,22.11%,23.8MB,11.9MB,0B,0B
round0,Docker,sawtooth-rest-api-4,27.8MB,27.5MB,0.94%,0.16%,2.8MB,2.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-4,20.8MB,20.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.4MB,20.4MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,47.0MB,47.0MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,24.0MB,22.4MB,35.95%,22.24%,24.1MB,12.1MB,0B,0B
round0,Docker,sawtooth-rest-api-2,27.7MB,27.3MB,0.97%,0.15%,2.8MB,2.8MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,23.8MB,22.2MB,36.84%,22.08%,23.9MB,11.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.6MB,20.6MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,27.8MB,27.5MB,0.91%,0.15%,2.8MB,2.8MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-6,23.9MB,22.3MB,35.40%,22.40%,24.2MB,12.1MB,0B,0B
round0,Docker,sawtooth-rest-api-6,27.8MB,27.3MB,0.98%,0.15%,2.8MB,2.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-6,21.0MB,21.0MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-6,46.9MB,46.9MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-validator-7,257.3MB,192.9MB,96.65%,56.94%,34.4MB,27.5MB,0B,0B
round0,Docker,sawtooth-validator-1,290.1MB,213.6MB,95.28%,57.41%,34.7MB,138.6MB,0B,0B
round0,Docker,sawtooth-validator-4,245.7MB,185.3MB,95.94%,57.36%,34.4MB,26.6MB,0B,0B
round0,Docker,sawtooth-validator-0,281.8MB,203.6MB,95.99%,58.15%,34.5MB,143.0MB,0B,0B
round0,Docker,sawtooth-validator-6,256.4MB,191.2MB,96.29%,57.02%,34.4MB,27.1MB,0B,0B
round0,Docker,sawtooth-validator-5,259.2MB,193.0MB,96.32%,57.10%,34.5MB,26.8MB,0B,0B
round0,Docker,sawtooth-validator-2,253.4MB,183.9MB,94.56%,57.40%,33.8MB,27.6MB,0B,0B
round0,Docker,sawtooth-validator-3,265.1MB,193.7MB,97.12%,57.59%,34.9MB,26.1MB,0B,0B
