Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,3020,0,10.1 tps,0.05 s,0.01 s,0.02 s,10.1 tps
2,10 TPS,1600,0,10.3 tps,0.04 s,0.01 s,0.02 s,10.3 tps
3,15 TPS,220,2180,15.3 tps,0.03 s,0.01 s,0.02 s,16.5 tps
4,20 TPS,1760,1480,20.2 tps,0.13 s,0.01 s,0.04 s,-0.0 tps
5,25 TPS,320,4220,25.2 tps,0.16 s,0.03 s,0.06 s,-0.0 tps
6,30 TPS,2820,2620,30.2 tps,0.13 s,0.01 s,0.04 s,15.7 tps
7,35 TPS,3000,4040,35.2 tps,0.31 s,0.02 s,0.08 s,15.0 tps
8,40 TPS,1540,7320,40.2 tps,0.17 s,0.02 s,0.08 s,-0.0 tps
9,45 TPS,260,10600,45.2 tps,0.26 s,0.09 s,0.17 s,11.6 tps
