Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,2920,100,10.1 tps,0.09 s,0.01 s,0.02 s,9.8 tps
2,10 TPS,1600,0,10.3 tps,0.21 s,0.01 s,0.03 s,10.3 tps
3,15 TPS,1260,1140,15.3 tps,0.09 s,0.01 s,0.02 s,13.9 tps
4,20 TPS,1100,2140,20.2 tps,0.10 s,0.02 s,0.04 s,-0.0 tps
5,25 TPS,1540,3000,25.2 tps,0.16 s,0.02 s,0.07 s,8.6 tps
6,30 TPS,2660,2740,30.2 tps,0.50 s,0.02 s,0.10 s,14.9 tps
7,35 TPS,2640,4400,35.2 tps,0.25 s,0.03 s,0.10 s,-0.0 tps
8,40 TPS,1580,7280,40.2 tps,0.21 s,0.03 s,0.11 s,10.1 tps
9,45 TPS,0,10860,45.2 tps,0.00 s,100000.00 s,NaN s,0.0 tps
