round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,26.9MB,15.3MB,76.66%,21.74%,477.2MB,3.4MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,23.4MB,22.0MB,49.68%,16.78%,21.4MB,10.9MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,6.7KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,6.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,27.7MB,27.2MB,0.80%,0.19%,3.7MB,3.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.9MB,20.9MB,0.00%,0.00%,6.6KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,47.1MB,47.1MB,0.00%,0.00%,6.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,61.0MB,41.0MB,75.55%,18.82%,291.9MB,482.3MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.2MB,22.1MB,52.62%,15.49%,19.2MB,9.7MB,0B,0B
round0,Docker,sawtooth-rest-api-1,27.8MB,27.2MB,0.78%,0.20%,3.7MB,3.8MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,23.2MB,22.1MB,52.38%,15.21%,19.3MB,9.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.9MB,20.9MB,0.00%,0.00%,6.7KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.6MB,20.6MB,0.00%,0.00%,6.7KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,23.6MB,22.2MB,49.81%,17.28%,22.0MB,11.2MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.7MB,46.7MB,0.00%,0.00%,6.7KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,27.4MB,27.1MB,0.53%,0.20%,3.7MB,3.8MB,0B,0B
round0,Docker,sawtooth-validator-3,421.2MB,307.2MB,113.31%,93.31%,27.8MB,45.3MB,0B,0B
round0,Docker,sawtooth-validator-0,449.8MB,300.8MB,109.44%,93.41%,27.6MB,328.3MB,0B,0B
round0,Docker,sawtooth-validator-1,426.1MB,289.2MB,112.69%,94.80%,28.8MB,22.7MB,0B,0B
round0,Docker,sawtooth-validator-2,405.5MB,274.2MB,127.87%,92.12%,29.0MB,26.4MB,0B,0B
round1,Docker,sawtooth-shell-default,38.0MB,17.0MB,57.03%,18.95%,560.9MB,3.9MB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-3,25.5MB,24.4MB,51.85%,13.39%,17.1MB,8.6MB,0B,0B
