Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,40TPS,6400,13600,40.0 tps,0.47 s,0.01 s,0.06 s,13.1 tps
2,40TPS,2880,17120,40.0 tps,0.18 s,0.02 s,0.07 s,-0.0 tps
3,40TPS,1300,18720,40.0 tps,0.17 s,0.02 s,0.05 s,-0.0 tps
4,40TPS,1720,18280,40.0 tps,0.26 s,0.02 s,0.05 s,-0.0 tps
