round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,26.9MB,14.0MB,58.92%,12.92%,775.9MB,5.3MB,0B,0B
round0,Docker,sawtooth-rest-api-0,98.0MB,50.9MB,63.34%,15.42%,473.5MB,787.3MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.4MB,22.0MB,44.98%,12.80%,20.2MB,10.0MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.9MB,20.9MB,0.00%,0.00%,6.8KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,6.8KB,0B,0B,0B
round0,Docker,sawtooth-validator-0,495.3MB,296.8MB,104.47%,76.35%,20.9MB,479.3MB,0B,0B
round1,Docker,sawtooth-shell-default,79.3MB,21.7MB,42.55%,8.31%,1.1GB,7.3MB,0B,0B
round1,Docker,sawtooth-rest-api-0,197.8MB,89.3MB,99.65%,23.74%,658.7MB,1.1GB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-0,25.2MB,24.3MB,43.06%,8.25%,13.1MB,6.3MB,0B,0B
round1,Docker,sawtooth-settings-tp-0,20.9MB,20.9MB,0.00%,0.00%,3.8KB,0B,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,3.8KB,0B,0B,0B
round1,Docker,sawtooth-validator-0,760.7MB,643.5MB,109.31%,98.64%,17.9MB,655.5MB,0B,0B
round2,Docker,sawtooth-shell-default,85.7MB,22.3MB,42.31%,7.36%,1.3GB,8.6MB,0B,0B
round2,Docker,sawtooth-rest-api-0,194.7MB,104.4MB,100.67%,26.90%,786.6MB,1.3GB,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-0,25.7MB,25.3MB,40.67%,2.14%,3.5MB,1.6MB,0B,0B
round2,Docker,sawtooth-settings-tp-0,20.9MB,20.9MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-validator-0,851.4MB,769.0MB,104.31%,70.67%,13.7MB,772.4MB,0B,0B
round3,Docker,sawtooth-shell-default,105.6MB,22.8MB,46.71%,5.71%,933.7MB,6.2MB,0B,0B
round3,Docker,sawtooth-rest-api-0,249.7MB,120.0MB,100.40%,19.70%,567.7MB,945.3MB,0B,0B
round3,Docker,sawtooth-intkey-tp-python...ult-0,26.7MB,26.2MB,46.33%,5.00%,8.2MB,3.8MB,0B,0B
round3,Docker,sawtooth-settings-tp-0,20.9MB,20.9MB,0.00%,0.00%,3.4KB,0B,0B,0B
round3,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,3.4KB,0B,0B,0B
round3,Docker,sawtooth-validator-0,922.2MB,860.8MB,103.84%,100.18%,14.9MB,560.5MB,0B,0B
