round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,2.1MB,2.1MB,0.00%,0.00%,12.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,26.7MB,26.3MB,0.72%,0.05%,2.2MB,2.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.6MB,46.6MB,0.00%,0.00%,12.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,22.5MB,21.4MB,42.42%,3.38%,12.4MB,6.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.5MB,20.5MB,0.00%,0.00%,12.6KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.8MB,20.8MB,0.00%,0.00%,12.6KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,12.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,22.6MB,21.7MB,42.02%,3.32%,12.4MB,6.1MB,0B,0B
round0,Docker,sawtooth-rest-api-0,26.8MB,26.5MB,0.78%,0.05%,2.2MB,2.3MB,0B,0B
round0,Docker,sawtooth-validator-1,285.8MB,172.5MB,95.67%,11.91%,12.3MB,16.7MB,0B,0B
round0,Docker,sawtooth-validator-0,297.4MB,173.7MB,98.89%,12.32%,12.6MB,16.4MB,0B,0B
round1,Docker,sawtooth-shell-default,2.1MB,2.1MB,0.00%,0.00%,5.2KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-1,27.0MB,26.8MB,0.75%,0.09%,3.0MB,3.0MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-1,46.6MB,46.6MB,0.00%,0.00%,5.1KB,0B,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-1,24.3MB,23.2MB,39.90%,4.97%,12.7MB,6.2MB,0B,0B
