round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,63.0MB,15.6MB,61.21%,12.08%,1.4GB,9.9MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,10.6KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,10.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,130.9MB,56.4MB,100.47%,16.68%,868.3MB,1.4GB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,25.0MB,22.8MB,49.64%,10.03%,32.5MB,16.2MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,10.7KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,27.3MB,26.8MB,0.69%,0.12%,5.6MB,5.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.00%,0.00%,10.7KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,25.8MB,22.9MB,50.55%,11.23%,37.7MB,18.9MB,0B,0B
round0,Docker,sawtooth-validator-1,586.7MB,369.5MB,106.64%,68.34%,34.5MB,50.5MB,0B,0B
round0,Docker,sawtooth-validator-0,679.3MB,416.6MB,110.18%,76.43%,38.0MB,895.6MB,0B,0B
