round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,46.2MB,10.3MB,60.89%,12.75%,1.1GB,7.5MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,22.2MB,21.3MB,43.08%,4.04%,11.6MB,5.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,80.5MB,42.0MB,63.32%,10.60%,648.5MB,1.1GB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,10.5KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,22.1MB,21.2MB,43.21%,3.98%,11.6MB,5.7MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.6MB,20.6MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.9MB,46.9MB,0.00%,0.00%,10.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,26.3MB,26.3MB,0.73%,0.02%,949.3KB,959.1KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.7MB,46.7MB,0.00%,0.00%,10.5KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,22.0MB,21.2MB,44.48%,4.01%,11.6MB,5.7MB,0B,0B
round0,Docker,sawtooth-rest-api-3,26.4MB,26.4MB,0.75%,0.02%,965.2KB,975.5KB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.5MB,20.5MB,0.00%,0.00%,10.5KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,10.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,26.6MB,26.5MB,0.76%,0.02%,950.2KB,959.9KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,21.9MB,21.0MB,43.47%,3.93%,11.5MB,5.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-validator-0,278.6MB,167.1MB,97.26%,13.42%,15.1MB,661.5MB,0B,0B
round0,Docker,sawtooth-validator-3,221.1MB,146.5MB,83.83%,8.20%,12.5MB,13.7MB,0B,0B
round0,Docker,sawtooth-validator-2,227.8MB,150.5MB,89.03%,8.17%,13.3MB,20.7MB,0B,0B
round0,Docker,sawtooth-validator-1,224.1MB,147.2MB,88.94%,8.22%,11.8MB,14.1MB,0B,0B
