Network Size,Run Index,Test,Name,Succ,Fail,Send Rate (tps),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (tps),Stale Block Rate,Num Blocks,Num Txns,Round Duration,My Throughput,Avg Interval,Min Interval,Max Interval,PercentDiff on TPS
4,0,1,5TPS,60,0,7.5,0.02,0.01,0.02,7.5,0.286,6,75,40.0,1.9,5.0,5.0,5.0,2.95
4,0,1,5TPS,60,0,7.5,0.01,0.01,0.01,7.5,0.5,5,75,35.0,2.1,7.5,5.0,10.0,2.57
