Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,8200,1800,10.0 tps,0.07 s,0.01 s,0.02 s,9.1 tps
2,40 TPSround1,6480,25520,40.0 tps,0.10 s,0.02 s,0.04 s,-0.0 tps
3,40 TPSround2,8940,23060,40.0 tps,0.50 s,0.02 s,0.06 s,-0.0 tps
4,40 TPSround3,5080,26920,40.0 tps,0.14 s,0.01 s,0.06 s,-0.0 tps
