Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,4800,220,10.1 tps,0.06 s,0.01 s,0.02 s,9.6 tps
2,40 TPS,15000,33020,40.0 tps,0.16 s,0.01 s,0.05 s,12.6 tps
