Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,9020,980,10.0 tps,0.22 s,0.01 s,0.02 s,10.0 tps
2,40 TPSround1,5720,26280,40.0 tps,0.37 s,0.01 s,0.04 s,-0.0 tps
3,40 TPSround2,11200,20800,40.0 tps,0.12 s,0.01 s,0.05 s,-0.0 tps
4,40 TPSround3,7640,24360,40.0 tps,0.13 s,0.03 s,0.05 s,-0.0 tps
