Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,3020,0,10.1 tps,0.06 s,0.01 s,0.02 s,10.1 tps
2,10 TPS,1600,0,10.3 tps,0.04 s,0.01 s,0.02 s,10.3 tps
3,15 TPS,1080,1320,15.3 tps,0.07 s,0.01 s,0.02 s,15.3 tps
4,20 TPS,2140,1100,20.2 tps,0.12 s,0.01 s,0.05 s,20.4 tps
5,25 TPS,2940,1600,25.2 tps,0.13 s,0.02 s,0.06 s,25.3 tps
6,30 TPS,0,5440,30.2 tps,0.00 s,100000.00 s,NaN s,0.0 tps
7,35 TPS,3700,3340,35.2 tps,0.15 s,0.02 s,0.06 s,-0.0 tps
8,40 TPS,3260,5600,40.2 tps,0.41 s,0.02 s,0.06 s,-0.0 tps
9,45 TPS,3500,7360,45.2 tps,0.13 s,0.01 s,0.05 s,-0.0 tps
