round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,2.4MB,2.4MB,0.00%,0.00%,12.6KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.7MB,46.7MB,0.00%,0.00%,12.6KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,12.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,22.4MB,21.3MB,44.92%,3.59%,12.4MB,6.1MB,0B,0B
round0,Docker,sawtooth-rest-api-0,26.8MB,26.5MB,0.73%,0.08%,4.4MB,4.5MB,0B,0B
round0,Docker,sawtooth-validator-0,263.2MB,160.4MB,96.79%,10.29%,10.4MB,12.4MB,0B,0B
round1,Docker,sawtooth-shell-default,2.4MB,2.4MB,0.00%,0.00%,5.2KB,0B,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-0,46.7MB,46.7MB,0.00%,0.00%,5.2KB,0B,0B,0B
round1,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,5.1KB,0B,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-0,23.7MB,22.9MB,44.54%,4.10%,9.6MB,4.7MB,0B,0B
round1,Docker,sawtooth-rest-api-0,28.0MB,27.3MB,1.47%,0.16%,5.9MB,6.0MB,0B,0B
round1,Docker,sawtooth-validator-0,373.5MB,335.4MB,96.72%,21.92%,10.5MB,9.7MB,0B,0B
round2,Docker,sawtooth-shell-default,2.4MB,2.4MB,0.00%,0.00%,6.4KB,0B,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-0,46.7MB,46.7MB,0.00%,0.00%,6.5KB,0B,0B,0B
round2,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,6.5KB,0B,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-0,24.9MB,24.3MB,39.78%,4.04%,10.1MB,4.8MB,0B,0B
round2,Docker,sawtooth-rest-api-0,28.4MB,28.1MB,0.65%,0.23%,8.9MB,9.1MB,0B,0B
round2,Docker,sawtooth-validator-0,529.4MB,472.0MB,100.06%,49.09%,13.4MB,10.2MB,0B,0B
round3,Docker,sawtooth-shell-default,2.4MB,2.4MB,0.00%,0.00%,5.9KB,0B,0B,0B
round3,Docker,sawtooth-poet-validator-r...-tp-0,46.7MB,46.7MB,0.00%,0.00%,5.9KB,0B,0B,0B
round3,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,5.9KB,0B,0B,0B
round3,Docker,sawtooth-intkey-tp-python...ult-0,26.5MB,25.7MB,41.13%,4.76%,12.1MB,5.6MB,0B,0B
round3,Docker,sawtooth-rest-api-0,29.2MB,28.9MB,0.80%,0.30%,11.9MB,12.1MB,0B,0B
round3,Docker,sawtooth-validator-0,621.1MB,591.7MB,100.66%,82.50%,17.1MB,12.3MB,0B,0B
round4,Docker,sawtooth-shell-default,2.4MB,2.4MB,0.00%,0.00%,5.7KB,0B,0B,0B
round4,Docker,sawtooth-poet-validator-r...-tp-0,46.7MB,46.7MB,0.00%,0.00%,5.6KB,0B,0B,0B
round4,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,5.6KB,0B,0B,0B
round4,Docker,sawtooth-intkey-tp-python...ult-0,28.2MB,27.3MB,42.45%,4.79%,12.5MB,5.9MB,0B,0B
round4,Docker,sawtooth-rest-api-0,30.1MB,29.5MB,0.76%,0.36%,14.8MB,15.1MB,0B,0B
round4,Docker,sawtooth-validator-0,802.0MB,748.0MB,101.59%,89.56%,20.3MB,12.8MB,0B,0B
round5,Docker,sawtooth-shell-default,2.4MB,2.4MB,0.00%,0.00%,5.9KB,0B,0B,0B
round5,Docker,sawtooth-poet-validator-r...-tp-0,46.7MB,46.7MB,0.00%,0.00%,5.9KB,0B,0B,0B
round5,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,5.9KB,0B,0B,0B
round5,Docker,sawtooth-intkey-tp-python...ult-0,29.4MB,28.6MB,37.40%,3.87%,9.9MB,4.6MB,0B,0B
round5,Docker,sawtooth-rest-api-0,31.2MB,30.5MB,0.73%,0.44%,17.8MB,18.2MB,0B,0B
round5,Docker,sawtooth-validator-0,1.0GB,890.1MB,100.68%,98.34%,21.8MB,10.2MB,0B,0B
round6,Docker,sawtooth-shell-default,2.4MB,2.4MB,0.00%,0.00%,5.9KB,0B,0B,0B
round6,Docker,sawtooth-poet-validator-r...-tp-0,46.7MB,46.7MB,0.00%,0.00%,5.9KB,0B,0B,0B
round6,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,5.9KB,0B,0B,0B
round6,Docker,sawtooth-intkey-tp-python...ult-0,30.8MB,30.1MB,41.44%,4.29%,11.0MB,5.1MB,0B,0B
round6,Docker,sawtooth-rest-api-0,32.3MB,31.5MB,1.13%,0.52%,20.8MB,21.2MB,0B,0B
round6,Docker,sawtooth-validator-0,1.2GB,1.1GB,100.99%,98.12%,25.2MB,11.3MB,0B,0B
