Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,6000,0,5.0 tps,0.21 s,0.01 s,0.02 s,5.0 tps
2,10 TPS,5100,2900,10.0 tps,0.09 s,0.01 s,0.02 s,6.4 tps
3,15 TPS,5720,6280,15.0 tps,0.31 s,0.02 s,0.05 s,9.5 tps
4,20 TPS,7540,8460,20.0 tps,0.17 s,0.03 s,0.07 s,-0.0 tps
5,25 TPS,4800,15200,25.0 tps,0.51 s,0.01 s,0.06 s,6.0 tps
6,30 TPS,5400,18600,30.0 tps,0.18 s,0.02 s,0.07 s,6.8 tps
7,35 TPS,4340,23660,35.0 tps,0.15 s,0.02 s,0.07 s,11.9 tps
