round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,51.6MB,16.0MB,54.30%,11.99%,2.0GB,13.6MB,0B,0B
round0,Docker,sawtooth-rest-api-0,176.4MB,67.1MB,100.16%,20.31%,1.2GB,2.0GB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.64%,0.00%,15.6KB,3.6KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,25.7MB,23.2MB,55.07%,10.71%,36.0MB,18.0MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.8MB,20.8MB,0.00%,0.00%,10.7KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,26.3MB,26.1MB,0.80%,0.13%,5.6MB,5.7MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,25.4MB,23.0MB,53.44%,10.17%,35.1MB,17.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,10.6KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.3MB,46.3MB,0.72%,0.00%,15.8KB,3.6KB,0B,0B
round0,Docker,sawtooth-validator-1,452.7MB,304.5MB,102.20%,25.99%,34.4MB,46.8MB,0B,0B
round0,Docker,sawtooth-validator-0,595.8MB,366.4MB,114.89%,48.83%,40.0MB,1.2GB,0B,0B
