round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,36.4MB,14.0MB,62.81%,16.67%,534.7MB,3.8MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,22.8MB,21.8MB,48.36%,11.58%,16.2MB,8.1MB,0B,0B
round0,Docker,sawtooth-rest-api-1,26.5MB,26.4MB,0.67%,0.07%,1.4MB,1.4MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,6.4KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.00%,0.00%,6.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,75.0MB,42.6MB,72.42%,16.07%,321.5MB,537.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,6.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,22.9MB,21.7MB,46.59%,11.70%,16.7MB,8.4MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,6.4KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.7MB,20.7MB,0.00%,0.00%,6.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,27.4MB,26.8MB,0.77%,0.06%,1.4MB,1.4MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,23.1MB,21.8MB,53.56%,12.52%,17.4MB,8.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,47.0MB,47.0MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,6.3KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.4MB,20.4MB,0.00%,0.00%,6.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,27.1MB,26.7MB,0.45%,0.06%,1.4MB,1.4MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,22.9MB,21.8MB,52.16%,12.17%,16.9MB,8.5MB,0B,0B
round0,Docker,sawtooth-validator-1,389.2MB,232.6MB,106.06%,49.38%,17.1MB,20.1MB,0B,0B
round0,Docker,sawtooth-validator-0,446.0MB,266.3MB,112.45%,64.20%,20.5MB,358.2MB,0B,0B
round0,Docker,sawtooth-validator-2,387.2MB,230.7MB,105.24%,60.68%,19.0MB,20.0MB,0B,0B
round0,Docker,sawtooth-validator-3,361.1MB,226.3MB,104.46%,56.19%,18.4MB,19.8MB,0B,0B
