round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,80.0MB,17.8MB,56.20%,12.12%,1.8GB,12.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.7MB,46.7MB,0.00%,0.00%,10.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,28.8MB,24.9MB,53.03%,18.39%,62.4MB,31.8MB,0B,0B
round0,Docker,sawtooth-rest-api-0,173.9MB,66.8MB,100.77%,22.88%,1.1GB,1.9GB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,10.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,30.0MB,25.6MB,53.63%,20.53%,70.5MB,36.0MB,0B,0B
round0,Docker,sawtooth-rest-api-1,29.1MB,28.3MB,1.94%,0.56%,29.6MB,30.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,47.0MB,47.0MB,0.00%,0.00%,10.6KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-1,21.0MB,21.0MB,0.00%,0.00%,10.8KB,0B,0B,0B
round0,Docker,sawtooth-validator-0,965.4MB,574.4MB,113.35%,97.35%,92.1MB,1.2GB,0B,0B
round0,Docker,sawtooth-validator-1,829.3MB,540.0MB,112.41%,89.13%,80.7MB,97.7MB,0B,0B
