Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,3500,1520,10.1 tps,0.07 s,0.01 s,0.02 s,9.8 tps
2,40 TPS,5620,42400,40.0 tps,0.24 s,0.01 s,0.06 s,-0.0 tps
