Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,4720,300,10.1 tps,0.06 s,0.01 s,0.02 s,9.5 tps
2,40 TPS,7100,40920,40.0 tps,0.26 s,0.01 s,0.05 s,6.1 tps
