round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-poet-validator-r...-tp-4,46.8MB,46.8MB,0.00%,0.00%,34.8KB,19.5KB,0B,0B
round0,Docker,sawtooth-settings-tp-4,20.8MB,20.8MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-4,28.3MB,27.8MB,3.98%,0.40%,5.6MB,5.7MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-4,23.8MB,22.2MB,46.45%,25.83%,23.8MB,12.0MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,47.1MB,47.1MB,0.59%,0.00%,34.8KB,19.5KB,0B,0B
round0,Docker,sawtooth-settings-tp-1,21.0MB,21.0MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,23.8MB,22.2MB,45.50%,25.39%,23.6MB,11.9MB,0B,0B
round0,Docker,sawtooth-rest-api-1,28.3MB,27.8MB,1.82%,0.35%,5.5MB,5.7MB,0B,0B
round0,Docker,sawtooth-shell-default,29.7MB,13.8MB,99.81%,32.75%,301.0MB,2.3MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.9MB,22.3MB,48.12%,25.54%,24.1MB,12.1MB,0B,0B
round0,Docker,sawtooth-rest-api-0,44.7MB,35.4MB,94.32%,17.11%,186.3MB,307.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,47.0MB,47.0MB,0.00%,0.00%,34.8KB,19.5KB,0B,0B
round0,Docker,sawtooth-settings-tp-0,21.0MB,21.0MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,23.7MB,22.0MB,47.05%,25.82%,23.9MB,12.0MB,0B,0B
round0,Docker,sawtooth-rest-api-2,28.5MB,27.8MB,2.77%,0.37%,5.6MB,5.7MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.8MB,20.8MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.9MB,46.9MB,0.00%,0.00%,34.9KB,19.5KB,0B,0B
round0,Docker,sawtooth-rest-api-5,27.7MB,27.5MB,2.89%,0.38%,5.6MB,5.7MB,0B,0B
round0,Docker,sawtooth-settings-tp-5,20.7MB,20.7MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-5,24.1MB,22.4MB,46.64%,26.16%,24.3MB,12.2MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-5,47.2MB,47.2MB,0.00%,0.00%,34.9KB,19.5KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,24.1MB,22.3MB,45.93%,26.30%,24.0MB,12.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.8MB,20.8MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,47.0MB,47.0MB,0.00%,0.00%,34.8KB,19.5KB,0B,0B
round0,Docker,sawtooth-rest-api-3,28.2MB,27.7MB,4.72%,0.39%,5.5MB,5.7MB,0B,0B
round0,Docker,sawtooth-validator-1,295.4MB,228.5MB,108.38%,68.87%,34.3MB,26.2MB,0B,0B
round0,Docker,sawtooth-validator-0,327.4MB,239.2MB,103.18%,72.29%,33.4MB,265.3MB,0B,0B
round0,Docker,sawtooth-validator-4,304.4MB,231.6MB,101.10%,68.83%,33.5MB,46.6MB,0B,0B
round0,Docker,sawtooth-validator-5,308.4MB,234.0MB,100.28%,67.85%,33.7MB,27.8MB,0B,0B
round0,Docker,sawtooth-validator-2,302.7MB,231.2MB,101.32%,68.68%,33.6MB,27.3MB,0B,0B
round0,Docker,sawtooth-validator-3,307.6MB,231.3MB,100.88%,68.62%,34.3MB,26.8MB,0B,0B
